ID	可用版本	可用平台	升级后的ID（大于10000的数）	卡牌名称备注	卡牌简述备注	卡牌描述备注	卡牌名称	卡牌简述	卡牌描述	卡牌图集名称	卡牌图片名称	卡牌类型	卡牌作用对象类型	卡牌最大作用对象数量	卡牌所用子弹	使用条件	特性	获取事件	移除事件	抽到事件	使用效果	丢弃事件事件	消耗事件	回合结束自动弃牌事件	加入手牌事件	离开手牌事件	卡牌所携带的buff信息	融合标签	复制时的特殊值	卡牌解锁信息
ModCardID(13011)	1	1	0	Ice Beam		Skill. Deal 10 Ice Damage. Has a 30% to apply Frostbite x2	ModCardNameSkill11		ModCardInfoSkill11Up	cards	cardIce	3	3	221	1	null	[]	null	null	null	GHT{"name":"Probability","values":["70","1","100"]}|[1003,0,1,321,[(0+<DR_Fight_GetValue:IceFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)+(10)*((<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(14)>+<C_OneActionDuration:1:ModHighActionID(12)>+<C_OneActionDuration:1:ModHighActionID(7)>)^2)/((<C_OneActionDuration:1:ModHighActionID(1)>+<C_OneActionDuration:1:ModHighActionID(2)>+<C_OneActionDuration:1:ModHighActionID(6)>+<C_OneActionDuration:1:ModHighActionID(18)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(6)>/2))*(1+(<DR_Fight_GetValue:IceMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))],null&ModHighActionID(37),0,1,321,ModHighActionID(23)!3,null]|[1003,0,1,321,[(0+<DR_Fight_GetValue:IceFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)+(10)*((<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(14)>+<C_OneActionDuration:1:ModHighActionID(12)>+<C_OneActionDuration:1:ModHighActionID(7)>)^2)/((<C_OneActionDuration:1:ModHighActionID(1)>+<C_OneActionDuration:1:ModHighActionID(2)>+<C_OneActionDuration:1:ModHighActionID(6)>+<C_OneActionDuration:1:ModHighActionID(18)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(6)>/2))*(1+(<DR_Fight_GetValue:IceMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))],null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(3012)	1	1	ModCardID(13012)	Thunder Bolt		Skill. Deal 7 Electric Damage. Has a 30% to apply Paralysis x2	ModCardNameSkill12		ModCardInfoSkill12	cards	cardElectric	3	3	221	1	null	[]	null	null	null	GHT{"name":"Probability","values":["[70+(<C_OneActionDuration:1:ModHighActionID(14)>*30)]","1","100"]}|[1003,0,1,321,[((0+<DR_Fight_GetValue:ElectricFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)*(1-<C_OneActionDuration:1:ModHighActionID(14)>))+(7)*((<C_OneActionDuration:1:ModHighActionID(2)>+<C_OneActionDuration:1:ModHighActionID(12)>)^2)/((<C_OneActionDuration:1:ModHighActionID(4)>+<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(7)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(4)>/2))*(1+(<DR_Fight_GetValue:ElectricMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))*(1-<C_OneActionDuration:1:ModHighActionID(14)>)],null&ModHighActionID(41),0,1,321,ModHighActionID(31)!2,null]|[1003,0,1,321,[((0+<DR_Fight_GetValue:ElectricFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)*(1-<C_OneActionDuration:1:ModHighActionID(14)>))+(7)*((<C_OneActionDuration:1:ModHighActionID(2)>+<C_OneActionDuration:1:ModHighActionID(12)>)^2)/((<C_OneActionDuration:1:ModHighActionID(4)>+<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(7)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(4)>/2))*(1+(<DR_Fight_GetValue:ElectricMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))*(1-<C_OneActionDuration:1:ModHighActionID(14)>)],null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(13012)	1	1	0	Thunder Bolt		Skill. Deal 10 Electric Damage. Has a 30% to apply Paralysis x2	ModCardNameSkill12		ModCardInfoSkill12Up	cards	cardElectric	3	3	221	1	null	[]	null	null	null	GHT{"name":"Probability","values":["[70+(<C_OneActionDuration:1:ModHighActionID(14)>*30)]","1","100"]}|[1003,0,1,321,[((0+<DR_Fight_GetValue:ElectricFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)*(1-<C_OneActionDuration:1:ModHighActionID(14)>))+(10)*((<C_OneActionDuration:1:ModHighActionID(2)>+<C_OneActionDuration:1:ModHighActionID(12)>)^2)/((<C_OneActionDuration:1:ModHighActionID(4)>+<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(7)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(4)>/2))*(1+(<DR_Fight_GetValue:ElectricMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))*(1-<C_OneActionDuration:1:ModHighActionID(14)>)],null&ModHighActionID(41),0,1,321,ModHighActionID(31)!2,null]|[1003,0,1,321,[((0+<DR_Fight_GetValue:ElectricFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)*(1-<C_OneActionDuration:1:ModHighActionID(14)>))+(10)*((<C_OneActionDuration:1:ModHighActionID(2)>+<C_OneActionDuration:1:ModHighActionID(12)>)^2)/((<C_OneActionDuration:1:ModHighActionID(4)>+<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(7)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(4)>/2))*(1+(<DR_Fight_GetValue:ElectricMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))*(1-<C_OneActionDuration:1:ModHighActionID(14)>)],null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(3013)	1	1	ModCardID(13013)	Smog		Skill. Deal 6 Poison Damage. Has a 30% chance to apply Poison x3 to the target.	ModCardNameSkill13		ModCardInfoSkill13	cards	cardPoison	3	3	221	1	null	[]	null	null	null	GHT{"name":"Probability","values":["[70+(<C_OneActionDuration:1:ModHighActionID(18)>*30)]","1","100"]}|[1003,0,1,321,[((0+<DR_Fight_GetValue:PoisonFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)*(1-<C_OneActionDuration:1:ModHighActionID(18)>))+(6)*((<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(9)>)^2)/((<C_OneActionDuration:1:ModHighActionID(13)>+<C_OneActionDuration:1:ModHighActionID(14)>+<C_OneActionDuration:1:ModHighActionID(15)>+<C_OneActionDuration:1:ModHighActionID(17)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(13)>/2))*(1+(<DR_Fight_GetValue:PoisonMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))*(1-<C_OneActionDuration:1:ModHighActionID(18)>)],null&ModHighActionID(39),0,1,321,ModHighActionID(27)!3,null]|[1003,0,1,321,[((0+<DR_Fight_GetValue:PoisonFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)*(1-<C_OneActionDuration:1:ModHighActionID(18)>))+(6)*((<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(9)>)^2)/((<C_OneActionDuration:1:ModHighActionID(13)>+<C_OneActionDuration:1:ModHighActionID(14)>+<C_OneActionDuration:1:ModHighActionID(15)>+<C_OneActionDuration:1:ModHighActionID(17)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(13)>/2))*(1+(<DR_Fight_GetValue:PoisonMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))*(1-<C_OneActionDuration:1:ModHighActionID(18)>)],null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(13013)	1	1	0	Smog		Skill. Deal 8 Poison Damage. Has a 30% chance to apply Poison x6 to the target.	ModCardNameSkill13		ModCardInfoSkill13Up	cards	cardPoison	3	3	221	1	null	[]	null	null	null	GHT{"name":"Probability","values":["[70+(<C_OneActionDuration:1:ModHighActionID(18)>*30)]","1","100"]}|[1003,0,1,321,[((0+<DR_Fight_GetValue:PoisonFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)*(1-<C_OneActionDuration:1:ModHighActionID(18)>))+(9)*((<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(9)>)^2)/((<C_OneActionDuration:1:ModHighActionID(13)>+<C_OneActionDuration:1:ModHighActionID(14)>+<C_OneActionDuration:1:ModHighActionID(15)>+<C_OneActionDuration:1:ModHighActionID(17)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(13)>/2))*(1+(<DR_Fight_GetValue:PoisonMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))*(1-<C_OneActionDuration:1:ModHighActionID(18)>)],null&ModHighActionID(39),0,1,321,ModHighActionID(27)!6,null]|[1003,0,1,321,[((0+<DR_Fight_GetValue:PoisonFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)*(1-<C_OneActionDuration:1:ModHighActionID(18)>))+(9)*((<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(9)>)^2)/((<C_OneActionDuration:1:ModHighActionID(13)>+<C_OneActionDuration:1:ModHighActionID(14)>+<C_OneActionDuration:1:ModHighActionID(15)>+<C_OneActionDuration:1:ModHighActionID(17)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(13)>/2))*(1+(<DR_Fight_GetValue:PoisonMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))*(1-<C_OneActionDuration:1:ModHighActionID(18)>)],null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(3014)	1	1	ModCardID(13014)	Fairy Wind		Skill. Deal 4 Fairy Damage to all enemies. Penetration.	ModCardNameSkill14		ModCardInfoSkill14	cards	cardFairy	3	3	223	1	null	[]	null	null	null	GHT{"name":"null","values":[]}|[1307,0,1,213,[(0+<DR_Fight_GetValue:FairyFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)+(4)*((<C_OneActionDuration:1:ModHighActionID(11)>+<C_OneActionDuration:1:ModHighActionID(7)>+<C_OneActionDuration:1:ModHighActionID(8)>)^2)/((<C_OneActionDuration:1:ModHighActionID(13)>+<C_OneActionDuration:1:ModHighActionID(18)>+<C_OneActionDuration:1:ModHighActionID(1)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(9)>/2))*(1+(<DR_Fight_GetValue:FairyMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))],null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(13014)	1	1	0	Fairy Wind		Skill. Deal 6 Fairy Damage to all enemies. Penetration.	ModCardNameSkill14		ModCardInfoSkill14Up	cards	cardFairy	3	3	223	1	null	[]	null	null	null	GHT{"name":"null","values":[]}|[1307,0,1,213,[(0+<DR_Fight_GetValue:FairyFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)+(6)*((<C_OneActionDuration:1:ModHighActionID(11)>+<C_OneActionDuration:1:ModHighActionID(7)>+<C_OneActionDuration:1:ModHighActionID(8)>)^2)/((<C_OneActionDuration:1:ModHighActionID(13)>+<C_OneActionDuration:1:ModHighActionID(18)>+<C_OneActionDuration:1:ModHighActionID(1)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(9)>/2))*(1+(<DR_Fight_GetValue:FairyMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))],null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(3015)	1	1	ModCardID(13015)	Echoed Voice		Skill. Deal 3 Normal Damage to all enemies. Deals +1 Damage per Skill Card in Deck.	ModCardNameSkill15		ModCardInfoSkill15	cards	cardNormal	3	3	223	1	null	[]	null	null	null	GHT{"name":"null","values":[]}|[1003,0,1,223,[((0+<DR_Fight_GetValue:NormalFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)*(1-<C_OneActionDuration:1:ModHighActionID(17)>))+(3+<C_CardNum:0:3>)/((<C_OneActionDuration:1:ModHighActionID(15)>+<C_OneActionDuration:1:ModHighActionID(18)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(10)>/2))*(1+(<DR_Fight_GetValue:NormalMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))*(1-<C_OneActionDuration:1:ModHighActionID(17)>)],null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(13015)	1	1	0	Echoed Voice		Skill. Deal 5 Normal Damage to all enemies. Deals +2 Damage per Skill Card in Deck.	ModCardNameSkill15		ModCardInfoSkill15Up	cards	cardNormal	3	3	223	1	null	[]	null	null	null	GHT{"name":"null","values":[]}|[1003,0,1,223,[((0+<DR_Fight_GetValue:NormalFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)*(1-<C_OneActionDuration:1:ModHighActionID(17)>))+(5+(2*<C_CardNum:0:3>))/((<C_OneActionDuration:1:ModHighActionID(15)>+<C_OneActionDuration:1:ModHighActionID(18)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(10)>/2))*(1+(<DR_Fight_GetValue:NormalMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))*(1-<C_OneActionDuration:1:ModHighActionID(17)>)],null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(3016)	1	1	ModCardID(13016)	Twister		Skill. Deal 6 Dragon Damage and knock the enemy back.	ModCardNameSkill16		ModCardInfoSkill16	cards	cardDragon	3	3	221	1	null	[]	null	null	null	GHT{"name":"GreaterThan","values":["<C_OneActionDuration:1:ModHighActionID(9)>","0"]}|[1003,0,1,221,[((0+<DR_Fight_GetValue:DragonFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)*(1-<C_OneActionDuration:1:ModHighActionID(9)>))+(6)*((<C_OneActionDuration:1:ModHighActionID(7)>)^2)/((<C_OneActionDuration:1:ModHighActionID(18)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(7)>/2))*(1+(<DR_Fight_GetValue:DragonMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))*(1-<C_OneActionDuration:1:ModHighActionID(9)>)],null]|[1007,0,1,221,null,null&1003,0,1,221,[((0+<DR_Fight_GetValue:DragonFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)*(1-<C_OneActionDuration:1:ModHighActionID(9)>))+(6)*((<C_OneActionDuration:1:ModHighActionID(7)>)^2)/((<C_OneActionDuration:1:ModHighActionID(18)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(7)>/2))*(1+(<DR_Fight_GetValue:DragonMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))*(1-<C_OneActionDuration:1:ModHighActionID(9)>)],null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(13016)	1	1	0	Twister		Skill. Deal 9 Dragon Damage and knock the enemy back.	ModCardNameSkill16		ModCardInfoSkill16Up	cards	cardDragon	3	3	221	1	null	[]	null	null	null	GHT{"name":"GreaterThan","values":["<C_OneActionDuration:1:ModHighActionID(9)>","0"]}|[1003,0,1,221,[((0+<DR_Fight_GetValue:DragonFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)*(1-<C_OneActionDuration:1:ModHighActionID(9)>))+(9)*((<C_OneActionDuration:1:ModHighActionID(7)>)^2)/((<C_OneActionDuration:1:ModHighActionID(18)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(7)>/2))*(1+(<DR_Fight_GetValue:DragonMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))*(1-<C_OneActionDuration:1:ModHighActionID(9)>)],null]|[1007,0,1,221,null,null&1003,0,1,221,[((0+<DR_Fight_GetValue:DragonFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)*(1-<C_OneActionDuration:1:ModHighActionID(9)>))+(9)*((<C_OneActionDuration:1:ModHighActionID(7)>)^2)/((<C_OneActionDuration:1:ModHighActionID(18)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(7)>/2))*(1+(<DR_Fight_GetValue:DragonMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))*(1-<C_OneActionDuration:1:ModHighActionID(9)>)],null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(3017)	1	1	ModCardID(13017)	Hex		Skill. Deal 7 Ghost Damage. Deals double damage to enemies with a negative status.	ModCardNameSkill17		ModCardInfoSkill17	cards	cardGhost	3	3	221	1	null	[]	null	null	null	GHT{"name":"GreaterThan","values":["[<C_OneActionDuration:1:3003>+<C_OneActionDuration:1:3006>+<C_OneActionDuration:1:3007>+<C_OneActionDuration:1:3008>+<C_OneActionDuration:1:3009>+<C_OneActionDuration:1:ModHighActionID(23)>+<C_OneActionDuration:1:ModHighActionID(25)>+<C_OneActionDuration:1:ModHighActionID(27)>+<C_OneActionDuration:1:ModHighActionID(29)>+<C_OneActionDuration:1:ModHighActionID(31)>+<C_OneActionDuration:1:ModHighActionID(33)>+<C_OneActionDuration:1:ModHighActionID(35)>]","0"]}|[1003,0,1,221,[((0+<DR_Fight_GetValue:GhostFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)*(1-<C_OneActionDuration:1:ModHighActionID(10)>))+(14)*((<C_OneActionDuration:1:ModHighActionID(17)>+<C_OneActionDuration:1:ModHighActionID(5)>)^2)/((<C_OneActionDuration:1:ModHighActionID(8)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(17)>/2))*(1+(<DR_Fight_GetValue:GhostMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))*(1-<C_OneActionDuration:1:ModHighActionID(10)>)],null]|[1003,0,1,221,[((0+<DR_Fight_GetValue:GhostFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)*(1-<C_OneActionDuration:1:ModHighActionID(10)>))+(7)*((<C_OneActionDuration:1:ModHighActionID(17)>+<C_OneActionDuration:1:ModHighActionID(5)>)^2)/((<C_OneActionDuration:1:ModHighActionID(8)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(17)>/2))*(1+(<DR_Fight_GetValue:GhostMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))*(1-<C_OneActionDuration:1:ModHighActionID(10)>)],null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(13017)	1	1	0	Hex		Skill. Deal 10 Ghost Damage. Deals double damage to enemies with a negative status.	ModCardNameSkill17		ModCardInfoSkill17Up	cards	cardGhost	3	3	221	1	null	[]	null	null	null	GHT{"name":"GreaterThan","values":["[<C_OneActionDuration:1:3003>+<C_OneActionDuration:1:3006>+<C_OneActionDuration:1:3007>+<C_OneActionDuration:1:3008>+<C_OneActionDuration:1:3009>+<C_OneActionDuration:1:ModHighActionID(23)>+<C_OneActionDuration:1:ModHighActionID(25)>+<C_OneActionDuration:1:ModHighActionID(27)>+<C_OneActionDuration:1:ModHighActionID(29)>+<C_OneActionDuration:1:ModHighActionID(31)>+<C_OneActionDuration:1:ModHighActionID(33)>+<C_OneActionDuration:1:ModHighActionID(35)>]","0"]}|[1003,0,1,221,[((0+<DR_Fight_GetValue:GhostFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)*(1-<C_OneActionDuration:1:ModHighActionID(10)>))+(20)*((<C_OneActionDuration:1:ModHighActionID(17)>+<C_OneActionDuration:1:ModHighActionID(5)>)^2)/((<C_OneActionDuration:1:ModHighActionID(8)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(17)>/2))*(1+(<DR_Fight_GetValue:GhostMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))*(1-<C_OneActionDuration:1:ModHighActionID(10)>)],null]|[1003,0,1,221,[((0+<DR_Fight_GetValue:GhostFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)*(1-<C_OneActionDuration:1:ModHighActionID(10)>))+(10)*((<C_OneActionDuration:1:ModHighActionID(17)>+<C_OneActionDuration:1:ModHighActionID(5)>)^2)/((<C_OneActionDuration:1:ModHighActionID(8)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(17)>/2))*(1+(<DR_Fight_GetValue:GhostMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))*(1-<C_OneActionDuration:1:ModHighActionID(10)>)],null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(3018)	1	1	ModCardID(13018)	Dark Pulse		Skill. Deal 12 Dark Damage. 25% chance to Stun the target.	ModCardNameSkill18		ModCardInfoSkill18	cards	cardDark	3	3	221	2	null	[]	null	null	null	GHT{"name":"Probability","values":["75","1","100"]}|[1003,0,1,321,[(0+<DR_Fight_GetValue:DarkFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)+(12)*((<C_OneActionDuration:1:ModHighActionID(17)>+<C_OneActionDuration:1:ModHighActionID(5)>)^2)/((<C_OneActionDuration:1:ModHighActionID(11)>+<C_OneActionDuration:1:ModHighActionID(8)>+<C_OneActionDuration:1:ModHighActionID(9)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(8)>/2))*(1+(<DR_Fight_GetValue:DarkMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))],null&1184,0,1,1,null,1183&2329,1,1,1,null,null,1&2330,1,1,0,null,null,1]|[1003,0,1,321,[(0+<DR_Fight_GetValue:DarkFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)+(12)*((<C_OneActionDuration:1:ModHighActionID(17)>+<C_OneActionDuration:1:ModHighActionID(5)>)^2)/((<C_OneActionDuration:1:ModHighActionID(11)>+<C_OneActionDuration:1:ModHighActionID(8)>+<C_OneActionDuration:1:ModHighActionID(9)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(8)>/2))*(1+(<DR_Fight_GetValue:DarkMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))],null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(13018)	1	1	0	Dark Pulse		Skill. Deal 15 Dark Damage. 25% chance to Stun the target.	ModCardNameSkill18		ModCardInfoSkill18Up	cards	cardDark	3	3	221	2	null	[]	null	null	null	GHT{"name":"Probability","values":["75","1","100"]}|[1003,0,1,321,[(0+<DR_Fight_GetValue:DarkFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)+(15)*((<C_OneActionDuration:1:ModHighActionID(17)>+<C_OneActionDuration:1:ModHighActionID(5)>)^2)/((<C_OneActionDuration:1:ModHighActionID(11)>+<C_OneActionDuration:1:ModHighActionID(8)>+<C_OneActionDuration:1:ModHighActionID(9)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(8)>/2))*(1+(<DR_Fight_GetValue:DarkMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))],null&1184,0,1,1,null,1183&2329,1,1,1,null,null,1&2330,1,1,0,null,null,1]|[1003,0,1,321,[(0+<DR_Fight_GetValue:DarkFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)+(15)*((<C_OneActionDuration:1:ModHighActionID(17)>+<C_OneActionDuration:1:ModHighActionID(5)>)^2)/((<C_OneActionDuration:1:ModHighActionID(11)>+<C_OneActionDuration:1:ModHighActionID(8)>+<C_OneActionDuration:1:ModHighActionID(9)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(8)>/2))*(1+(<DR_Fight_GetValue:DarkMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))],null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(3019)	1	1	ModCardID(13019)	Signal Beam		Skill. Deal 8 Bug Damage and apply Weakness x1	ModCardNameSkill19		ModCardInfoSkill19	cards	cardBug	3	3	221	1	null	[]	null	null	null	GHT{"name":"null","values":[]}|[1003,0,1,221,[(0+<DR_Fight_GetValue:BugFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)+(8)*((<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(5)>+<C_OneActionDuration:1:ModHighActionID(8)>)^2)/((<C_OneActionDuration:1:ModHighActionID(11)>+<C_OneActionDuration:1:ModHighActionID(12)>+<C_OneActionDuration:1:ModHighActionID(13)>+<C_OneActionDuration:1:ModHighActionID(17)>+<C_OneActionDuration:1:ModHighActionID(18)>+<C_OneActionDuration:1:ModHighActionID(1)>+<C_OneActionDuration:1:ModHighActionID(9)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(16)>/2))*(1+(<DR_Fight_GetValue:BugMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))],null&3003,1,1,1,null,null,0]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(13019)	1	1	0	Signal Beam		Skill. Deal 10 Bug Damage and apply Weakness x2	ModCardNameSkill19		ModCardInfoSkill19Up	cards	cardBug	3	3	221	1	null	[]	null	null	null	GHT{"name":"null","values":[]}|[1003,0,1,221,[(0+<DR_Fight_GetValue:BugFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)+(10)*((<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(5)>+<C_OneActionDuration:1:ModHighActionID(8)>)^2)/((<C_OneActionDuration:1:ModHighActionID(11)>+<C_OneActionDuration:1:ModHighActionID(12)>+<C_OneActionDuration:1:ModHighActionID(13)>+<C_OneActionDuration:1:ModHighActionID(17)>+<C_OneActionDuration:1:ModHighActionID(18)>+<C_OneActionDuration:1:ModHighActionID(1)>+<C_OneActionDuration:1:ModHighActionID(9)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(16)>/2))*(1+(<DR_Fight_GetValue:BugMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))],null&3003,2,1,1,null,null,0]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(3020)	1	1	ModCardID(13020)	Vaccuum Wave		Skill. Unplayable. While this card is in your hand, deal 1 Fighting Skill Damage to a random enemy anytime a card is played.	ModCardNameSkill20		ModCardInfoSkill20	cards	cardFighting	3	9	0	0	null	[]	null	null	null	null	null	null	null	GHT{"name":"null","values":[]}|[ModHighActionID(63),1,1,0,null,null,0]	GHT{"name":"null","values":[]}|[ModHighActionID(64),0,1,0,ModHighActionID(63),null,0]	null	[1]	null	LockedDesCollection_Hero
