ID	可用版本	可用平台	升级后的ID（大于10000的数）	卡牌名称备注	卡牌简述备注	卡牌描述备注	卡牌名称	卡牌简述	卡牌描述	卡牌图集名称	卡牌图片名称	卡牌类型	卡牌作用对象类型	卡牌最大作用对象数量	卡牌所用子弹	使用条件	特性	获取事件	移除事件	抽到事件	使用效果	丢弃事件事件	消耗事件	回合结束自动弃牌事件	加入手牌事件	离开手牌事件	卡牌所携带的buff信息	融合标签	复制时的特殊值	卡牌解锁信息
ModCardID(2006)	1	1	ModCardID(12006)	Confusion		Ranged. Deal 5 Psychic Damage. Has a 20% chance to apply Confusion x2.	ModCardNameAttackRanged6		ModCardnfoAttackRanged6	cards	cardPsychic	2	2	221	1	null	[]	null	null	null	GHT{"name":"Probability","values":["80","1","100"]}|[1001,0,1,221,[((0+<DR_Fight_GetValue:PsychicFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)*(1-<C_OneActionDuration:1:ModHighActionID(8)>))+(5)*((<C_OneActionDuration:1:ModHighActionID(11)>+<C_OneActionDuration:1:ModHighActionID(13)>)^2)/((<C_OneActionDuration:1:ModHighActionID(5)>+<C_OneActionDuration:1:ModHighActionID(18)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(5)>/2))*(1+(<DR_Fight_GetValue:PsychicMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))*(1-<C_OneActionDuration:1:ModHighActionID(8)>)],null&ModHighActionID(35),2,1,321,null,null]|[1001,0,1,221,[((0+<DR_Fight_GetValue:PsychicFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)*(1-<C_OneActionDuration:1:ModHighActionID(8)>))+(5)*((<C_OneActionDuration:1:ModHighActionID(11)>+<C_OneActionDuration:1:ModHighActionID(13)>)^2)/((<C_OneActionDuration:1:ModHighActionID(5)>+<C_OneActionDuration:1:ModHighActionID(18)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(5)>/2))*(1+(<DR_Fight_GetValue:PsychicMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))*(1-<C_OneActionDuration:1:ModHighActionID(8)>)],null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(12006)	1	1	0	Confusion		Ranged. Deal 7 Psychic Damage. Has a 20% chance to apply Confusion x3.	ModCardNameAttackRanged6		ModCardnfoAttackRanged6Up	cards	cardPsychic	2	2	221	1	null	[]	null	null	null	GHT{"name":"Probability","values":["80","1","100"]}|[1001,0,1,221,[((0+<DR_Fight_GetValue:PsychicFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)*(1-<C_OneActionDuration:1:ModHighActionID(8)>))+(7)*((<C_OneActionDuration:1:ModHighActionID(11)>+<C_OneActionDuration:1:ModHighActionID(13)>)^2)/((<C_OneActionDuration:1:ModHighActionID(5)>+<C_OneActionDuration:1:ModHighActionID(18)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(5)>/2))*(1+(<DR_Fight_GetValue:PsychicMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))*(1-<C_OneActionDuration:1:ModHighActionID(8)>)],null&ModHighActionID(35),3,1,321,null,null]|[1001,0,1,221,[((0+<DR_Fight_GetValue:PsychicFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)*(1-<C_OneActionDuration:1:ModHighActionID(8)>))+(7)*((<C_OneActionDuration:1:ModHighActionID(11)>+<C_OneActionDuration:1:ModHighActionID(13)>)^2)/((<C_OneActionDuration:1:ModHighActionID(5)>+<C_OneActionDuration:1:ModHighActionID(18)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(5)>/2))*(1+(<DR_Fight_GetValue:PsychicMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))*(1-<C_OneActionDuration:1:ModHighActionID(8)>)],null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(2007)	1	1	ModCardID(12007)	Freeze-Dry		Ranged. Deal 6 Ice Damage. Is Super-Effective against Water types.	ModCardNameAttackRanged7		ModCardnfoAttackRanged7	cards	cardIce	2	2	221	1	null	[]	null	null	null	GHT{"name":"null","values":[]}|[1001,0,1,221,[(0+<DR_Fight_GetValue:IceFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)+(6)*((<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(14)>+<C_OneActionDuration:1:ModHighActionID(12)>+<C_OneActionDuration:1:ModHighActionID(7)>+<C_OneActionDuration:1:ModHighActionID(2)>)^2)/((<C_OneActionDuration:1:ModHighActionID(1)>+<C_OneActionDuration:1:ModHighActionID(6)>+<C_OneActionDuration:1:ModHighActionID(18)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(6)>/2))*(1+(<DR_Fight_GetValue:IceMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))],null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(12007)	1	1	0	Freeze-Dry		Ranged. Deal 9 Ice Damage. Is Super-Effective against Water types.	ModCardNameAttackRanged7		ModCardnfoAttackRanged7Up	cards	cardIce	2	2	221	1	null	[]	null	null	null	GHT{"name":"null","values":[]}|[1001,0,1,221,[(0+<DR_Fight_GetValue:IceFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)+(9)*((<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(14)>+<C_OneActionDuration:1:ModHighActionID(12)>+<C_OneActionDuration:1:ModHighActionID(7)>+<C_OneActionDuration:1:ModHighActionID(2)>)^2)/((<C_OneActionDuration:1:ModHighActionID(1)>+<C_OneActionDuration:1:ModHighActionID(6)>+<C_OneActionDuration:1:ModHighActionID(18)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(6)>/2))*(1+(<DR_Fight_GetValue:IceMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))],null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(2008)	1	1	ModCardID(12008)	Electroweb		Ranged. Deal 4 Electric Damage and lower the target's Attack by 1.	ModCardNameAttackRanged8		ModCardnfoAttackRanged8	cards	cardElectric	2	2	221	1	null	[]	null	null	null	GHT{"name":"GreaterThan","values":["<C_OneActionDuration:1:ModHighActionID(14)>","0"]}|[1001,0,1,221,[((0+<DR_Fight_GetValue:ElectricFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)*(1-<C_OneActionDuration:1:ModHighActionID(14)>))+(4)*((<C_OneActionDuration:1:ModHighActionID(2)>+<C_OneActionDuration:1:ModHighActionID(12)>)^2)/((<C_OneActionDuration:1:ModHighActionID(4)>+<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(7)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(4)>/2))*(1+(<DR_Fight_GetValue:ElectricMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))*(1-<C_OneActionDuration:1:ModHighActionID(14)>)],null]|[1001,0,1,221,[((0+<DR_Fight_GetValue:ElectricFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)*(1-<C_OneActionDuration:1:ModHighActionID(14)>))+(4)*((<C_OneActionDuration:1:ModHighActionID(2)>+<C_OneActionDuration:1:ModHighActionID(12)>)^2)/((<C_OneActionDuration:1:ModHighActionID(4)>+<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(7)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(4)>/2))*(1+(<DR_Fight_GetValue:ElectricMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))*(1-<C_OneActionDuration:1:ModHighActionID(14)>)],null&1119,0,1,221,-1,null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(12008)	1	1	0	Electroweb		Ranged. Deal 6 Electric Damage and lower the target's Attack by 2.	ModCardNameAttackRanged8		ModCardnfoAttackRanged8Up	cards	cardElectric	2	2	221	1	null	[]	null	null	null	GHT{"name":"GreaterThan","values":["<C_OneActionDuration:1:ModHighActionID(14)>","0"]}|[1001,0,1,221,[((0+<DR_Fight_GetValue:ElectricFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)*(1-<C_OneActionDuration:1:ModHighActionID(14)>))+(6)*((<C_OneActionDuration:1:ModHighActionID(2)>+<C_OneActionDuration:1:ModHighActionID(12)>)^2)/((<C_OneActionDuration:1:ModHighActionID(4)>+<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(7)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(4)>/2))*(1+(<DR_Fight_GetValue:ElectricMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))*(1-<C_OneActionDuration:1:ModHighActionID(14)>)],null]|[1001,0,1,221,[((0+<DR_Fight_GetValue:ElectricFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)*(1-<C_OneActionDuration:1:ModHighActionID(14)>))+(6)*((<C_OneActionDuration:1:ModHighActionID(2)>+<C_OneActionDuration:1:ModHighActionID(12)>)^2)/((<C_OneActionDuration:1:ModHighActionID(4)>+<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(7)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(4)>/2))*(1+(<DR_Fight_GetValue:ElectricMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))*(1-<C_OneActionDuration:1:ModHighActionID(14)>)],null&1119,0,1,221,-2,null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(2009)	1	1	ModCardID(12009)	Bitter Malice		Ranged. Deal 11 Ghost Damage. Has a 30% chance to apply Frostbite x2.	ModCardNameAttackRanged9		ModCardnfoAttackRanged9	cards	cardGhost	2	2	221	2	null	[]	null	null	null	GHT{"name":"Probability","values":["[70+(<C_OneActionDuration:1:ModHighActionID(10)>*30)]","1","100"]}|[1001,0,1,221,[((0+<DR_Fight_GetValue:GhostFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)*(1-<C_OneActionDuration:1:ModHighActionID(10)>))+(11)*((<C_OneActionDuration:1:ModHighActionID(17)>+<C_OneActionDuration:1:ModHighActionID(5)>)^2)/((<C_OneActionDuration:1:ModHighActionID(8)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(17)>/2))*(1+(<DR_Fight_GetValue:GhostMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))*(1-<C_OneActionDuration:1:ModHighActionID(10)>)],null&ModHighActionID(37),0,1,321,ModHighActionID(23)!2,null]|[1001,0,1,221,[((0+<DR_Fight_GetValue:GhostFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)*(1-<C_OneActionDuration:1:ModHighActionID(10)>))+(11)*((<C_OneActionDuration:1:ModHighActionID(17)>+<C_OneActionDuration:1:ModHighActionID(5)>)^2)/((<C_OneActionDuration:1:ModHighActionID(8)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(17)>/2))*(1+(<DR_Fight_GetValue:GhostMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))*(1-<C_OneActionDuration:1:ModHighActionID(10)>)],null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(12009)	1	1	0	Bitter Malice		Ranged. Deal 14 Ghost Damage. Has a 30% chance to apply Frostbite x3.	ModCardNameAttackRanged9		ModCardnfoAttackRanged9Up	cards	cardGhost	2	2	221	2	null	[]	null	null	null	GHT{"name":"Probability","values":["[70+(<C_OneActionDuration:1:ModHighActionID(10)>*30)]","1","100"]}|[1001,0,1,221,[((0+<DR_Fight_GetValue:GhostFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)*(1-<C_OneActionDuration:1:ModHighActionID(10)>))+(14)*((<C_OneActionDuration:1:ModHighActionID(17)>+<C_OneActionDuration:1:ModHighActionID(5)>)^2)/((<C_OneActionDuration:1:ModHighActionID(8)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(17)>/2))*(1+(<DR_Fight_GetValue:GhostMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))*(1-<C_OneActionDuration:1:ModHighActionID(10)>)],null&ModHighActionID(37),0,1,321,ModHighActionID(23)!3,null]|[1001,0,1,221,[((0+<DR_Fight_GetValue:GhostFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)*(1-<C_OneActionDuration:1:ModHighActionID(10)>))+(14)*((<C_OneActionDuration:1:ModHighActionID(17)>+<C_OneActionDuration:1:ModHighActionID(5)>)^2)/((<C_OneActionDuration:1:ModHighActionID(8)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(17)>/2))*(1+(<DR_Fight_GetValue:GhostMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))*(1-<C_OneActionDuration:1:ModHighActionID(10)>)],null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(2010)	1	1	ModCardID(12010)	Brine		Ranged. Deal 8 Water Damage. Deals 16 Water Damage when the target is below or at 50% HP.	ModCardNameAttackRanged10		ModCardnfoAttackRanged10	cards	cardWater	2	2	221	2	null	["CK_AttackRandomWithOutBattle","CK_AttackRandomInBattle"]	null	null	null	GHT{"name":"GreaterThan","values":["<C_HealthPersent:1>","50"]}|[1001,0,1,221,[(0+<DR_Fight_GetValue:WaterFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)+(8)*((<C_OneActionDuration:1:ModHighActionID(1)>+<C_OneActionDuration:1:ModHighActionID(15)>+<C_OneActionDuration:1:ModHighActionID(14)>)^2)/((<C_OneActionDuration:1:ModHighActionID(2)>+<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(7)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(2)>/2))*(1+(<DR_Fight_GetValue:WaterMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))],null]|[1001,0,1,221,[(0+<DR_Fight_GetValue:WaterFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)+(16)*((<C_OneActionDuration:1:ModHighActionID(1)>+<C_OneActionDuration:1:ModHighActionID(15)>+<C_OneActionDuration:1:ModHighActionID(14)>)^2)/((<C_OneActionDuration:1:ModHighActionID(2)>+<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(7)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(2)>/2))*(1+(<DR_Fight_GetValue:WaterMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))],null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(12010)	1	1	0	Brine		Ranged. Deal 11 Water Damage. Deals 22 Water Damage when the target is below or at 50% HP.	ModCardNameAttackRanged10		ModCardnfoAttackRanged10Up	cards	cardWater	2	2	221	2	null	["CK_AttackRandomWithOutBattle","CK_AttackRandomInBattle"]	null	null	null	GHT{"name":"GreaterThan","values":["<C_HealthPersent:1>","50"]}|[1001,0,1,221,[(0+<DR_Fight_GetValue:WaterFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)+(11)*((<C_OneActionDuration:1:ModHighActionID(1)>+<C_OneActionDuration:1:ModHighActionID(15)>+<C_OneActionDuration:1:ModHighActionID(14)>)^2)/((<C_OneActionDuration:1:ModHighActionID(2)>+<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(7)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(2)>/2))*(1+(<DR_Fight_GetValue:WaterMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))],null]|[1001,0,1,221,[(0+<DR_Fight_GetValue:WaterFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)+(22)*((<C_OneActionDuration:1:ModHighActionID(1)>+<C_OneActionDuration:1:ModHighActionID(15)>+<C_OneActionDuration:1:ModHighActionID(14)>)^2)/((<C_OneActionDuration:1:ModHighActionID(2)>+<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(7)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(2)>/2))*(1+(<DR_Fight_GetValue:WaterMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))],null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(2800)	1	1	ModCardID(12800)	Air Slash		Ranged. Deal 7 Flying Damage. 20% chance to Stun.	ModCardNameZubat3		ModCardInfoZubat3	cards	cardFlying	2	2	221	2	null	[]	null	null	null	GHT{"name":"Probability","values":["80","1","100"]}|[1001,0,1,321,[(0+<DR_Fight_GetValue:FlyingFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)+(7)*((<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(11)>+<C_OneActionDuration:1:ModHighActionID(16)>)^2)/((<C_OneActionDuration:1:ModHighActionID(18)>+<C_OneActionDuration:1:ModHighActionID(4)>+<C_OneActionDuration:1:ModHighActionID(15)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(12)>/2))*(1+(<DR_Fight_GetValue:FlyingMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))],null&1184,0,1,1,null,1183&2329,1,1,1,null,null,1&2330,1,1,0,null,null,1]|[1001,0,1,321,[(0+<DR_Fight_GetValue:FlyingFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)+(7)*((<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(11)>+<C_OneActionDuration:1:ModHighActionID(16)>)^2)/((<C_OneActionDuration:1:ModHighActionID(18)>+<C_OneActionDuration:1:ModHighActionID(4)>+<C_OneActionDuration:1:ModHighActionID(15)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(12)>/2))*(1+(<DR_Fight_GetValue:FlyingMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))],null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(12800)	1	1	0	Air Slash		Ranged. Deal 10 Flying Damage. 20% chance to Stun.	ModCardNameZubat3		ModCardInfoZubat3Up	cards	cardFlying	2	2	221	2	null	[]	null	null	null	GHT{"name":"Probability","values":["80","1","100"]}|[1001,0,1,321,[(0+<DR_Fight_GetValue:FlyingFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)+(10)*((<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(11)>+<C_OneActionDuration:1:ModHighActionID(16)>)^2)/((<C_OneActionDuration:1:ModHighActionID(18)>+<C_OneActionDuration:1:ModHighActionID(4)>+<C_OneActionDuration:1:ModHighActionID(15)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(12)>/2))*(1+(<DR_Fight_GetValue:FlyingMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))],null&1184,0,1,1,null,1183&2329,1,1,1,null,null,1&2330,1,1,0,null,null,1]|[1001,0,1,321,[(0+<DR_Fight_GetValue:FlyingFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)+(10)*((<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(11)>+<C_OneActionDuration:1:ModHighActionID(16)>)^2)/((<C_OneActionDuration:1:ModHighActionID(18)>+<C_OneActionDuration:1:ModHighActionID(4)>+<C_OneActionDuration:1:ModHighActionID(15)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(12)>/2))*(1+(<DR_Fight_GetValue:FlyingMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))],null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(2801)	1	1	ModCardID(12801)	Shadow Ball		Ranged. Deal 7 Ghost Damage	ModCardNameZubat4		ModCardInfoZubat4	cards	cardGhost	2	2	221	1	null	[]	null	null	null	GHT{"name":"null","values":[]}|[1001,0,1,221,[((0+<DR_Fight_GetValue:GhostFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)*(1-<C_OneActionDuration:1:ModHighActionID(10)>))+(7)*((<C_OneActionDuration:1:ModHighActionID(17)>+<C_OneActionDuration:1:ModHighActionID(5)>)^2)/((<C_OneActionDuration:1:ModHighActionID(8)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(17)>/2))*(1+(<DR_Fight_GetValue:GhostMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))*(1-<C_OneActionDuration:1:ModHighActionID(10)>)],null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(12801)	1	1	0	Shadow Ball		Ranged. Deal 10 Ghost Damage	ModCardNameZubat4		ModCardInfoZubat4Up	cards	cardGhost	2	2	221	1	null	[]	null	null	null	GHT{"name":"null","values":[]}|[1001,0,1,221,[((0+<DR_Fight_GetValue:GhostFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)*(1-<C_OneActionDuration:1:ModHighActionID(10)>))+(10)*((<C_OneActionDuration:1:ModHighActionID(17)>+<C_OneActionDuration:1:ModHighActionID(5)>)^2)/((<C_OneActionDuration:1:ModHighActionID(8)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(17)>/2))*(1+(<DR_Fight_GetValue:GhostMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))*(1-<C_OneActionDuration:1:ModHighActionID(10)>)],null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(3001)	1	1	ModCardID(13001)	Basic Grass Energy		Skill. Reload 2. Heal 3	ModCardNameSkill1		ModCardInfoSkill1	cards	cardGrassEnergy	3	0	0	0	null	[]	null	null	null	GHT{"name":"null","values":[]}|[1004,0,1,0,2,null&1006,0,1,0,3,3]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(13001)	1	1	0	Basic Grass Energy		Skill. Reload 3. Heal 5	ModCardNameSkill1		ModCardInfoSkill1Up	cards	cardGrassEnergy	3	0	0	0	null	[]	null	null	null	GHT{"name":"null","values":[]}|[1004,0,1,0,3,null&1006,0,1,0,5,5]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(3002)	1	1	ModCardID(13002)	Basic Fire Energy		Skill. Reload 2. Deal 3 Fire Damage to a random enemy.	ModCardNameSkill2		ModCardInfoSkill2	cards	cardFireEnergy	3	0	0	0	null	[]	null	null	null	GHT{"name":"null","values":[]}|[1004,0,1,0,2,null&1003,0,1,231,[(0+<DR_Fight_GetValue:FireFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)+(3)*((<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(6)>+<C_OneActionDuration:1:ModHighActionID(16)>+<C_OneActionDuration:1:ModHighActionID(18)>)^2)/((<C_OneActionDuration:1:ModHighActionID(1)>+<C_OneActionDuration:1:ModHighActionID(2)>+<C_OneActionDuration:1:ModHighActionID(15)>+<C_OneActionDuration:1:ModHighActionID(7)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(1)>/2))*(1+(<DR_Fight_GetValue:FireMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))],null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(13002)	1	1	0	Basic Fire Energy		Skill. Reload 3. Deal 5 Fire Damage to a random enemy.	ModCardNameSkill2		ModCardInfoSkill2Up	cards	cardFireEnergy	3	0	0	0	null	[]	null	null	null	GHT{"name":"null","values":[]}|[1004,0,1,0,3,null&1003,0,1,231,[(0+<DR_Fight_GetValue:FireFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)+(5)*((<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(6)>+<C_OneActionDuration:1:ModHighActionID(16)>+<C_OneActionDuration:1:ModHighActionID(18)>)^2)/((<C_OneActionDuration:1:ModHighActionID(1)>+<C_OneActionDuration:1:ModHighActionID(2)>+<C_OneActionDuration:1:ModHighActionID(15)>+<C_OneActionDuration:1:ModHighActionID(7)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(1)>/2))*(1+(<DR_Fight_GetValue:FireMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))],null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(3003)	1	1	ModCardID(13003)	Basic Water Energy		Skill. Reload 2 and Remove a Curse from your hand.	ModCardNameSkill3		ModCardInfoSkill3	cards	cardWaterEnergy	3	0	0	0	null	[]	null	null	null	GHT{"name":"null","values":[]}|[1004,0,1,0,2,null&1014,0,1,0,1!1!5!1!8,null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(13003)	1	1	0	Basic Water Energy		Skill. Reload 3 and Remove all Curses from your hand.	ModCardNameSkill3		ModCardInfoSkill3Up	cards	cardWaterEnergy	3	0	0	0	null	[]	null	null	null	GHT{"name":"null","values":[]}|[1004,0,1,0,3,null&1014,0,1,0,9!1!5!0!8,null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(3004)	1	1	ModCardID(13004)	Basic Lightning Energy		Skill. Reload 2. Gain Dodge x1	ModCardNameSkill4		ModCardInfoSkill4	cards	cardElectricEnergy	3	0	0	0	null	[]	null	null	null	GHT{"name":"null","values":[]}|[1004,0,1,0,2,null&3001,1,1,0,null,null,0]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(13004)	1	1	0	Basic Lightning Energy		Skill. Reload 3. Gain Dodge x2	ModCardNameSkill4		ModCardInfoSkill4Up	cards	cardElectricEnergy	3	0	0	0	null	[]	null	null	null	GHT{"name":"null","values":[]}|[1004,0,1,0,3,null&3001,2,1,0,null,null,0]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(3005)	1	1	ModCardID(13005)	Basic Psychic Energy		Skill. Reload 2. Draw 1	ModCardNameSkill5		ModCardInfoSkill5	cards	cardPsychicEnergy	3	0	0	0	null	[]	null	null	null	GHT{"name":"null","values":[]}|[1004,0,1,0,2,null&1013,0,1,0,1,null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(13005)	1	1	0	Basic Psychic Energy		Skill. Reload 3. Select and Draw 1.	ModCardNameSkill5		ModCardInfoSkill5Up	cards	cardPsychicEnergy	3	0	0	0	null	[]	null	null	null	GHT{"name":"null","values":[]}|[1004,0,1,0,3,null&1070,0,1,0,9!5!6!1,null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(3006)	1	1	ModCardID(13006)	Basic Fighting Energy		Skill. Reload 2. Gain Rage x1	ModCardNameSkill6		ModCardInfoSkill6	cards	cardFightingEnergy	3	0	0	0	null	[]	null	null	null	GHT{"name":"null","values":[]}|[1004,0,1,0,2,null&3004,1,1,0,null,null,0]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
