ID	可用版本	效果名称	描述	图标名称	触发条件（默认触发1）	所触发的基础效果1(values可覆盖)	所触发的基础效果2(values可覆盖)	BaseActionValues1(无用)	BaseActionValues2(无用)	Keywords	作用时机	削弱时机	ActionTarget	BuffTarget	触发次数(可覆盖)	Buff持续时间(可覆盖)	上BUFF特效	预热特效	预热目标位子	TargetVfx	VfxType	行为开始的延迟	行为间隔的延迟	特效到效果的延迟	触发次数(不可设置)	Buff持续时间(不可设置)	currentWordActionValue(不可设置))	SourceCard(不可设置))
ModHighActionID(143)	1	DoubleTPoisonIfTPoison	DoubleTPoisonIfTPoison	buff_02	{"name":"GreaterThan","values":["[<C_OneActionDuration:1:ModHighActionID(29)>]","0"]}	[{"name":"TA_AddCondition","values":["ModHighActionID(29)","<C_OneActionDuration:1:ModHighActionID(29)>"]}]	null	null	null	[]	None	None	0	0	1	1	null	null	null	null	0	0	0	0	0	0	0	null
ModHighActionID(144)	1	TriplePoisonIfPoison	TriplePoisonIfPoison	buff_02	{"name":"GreaterThan","values":["[<C_OneActionDuration:1:ModHighActionID(27)>]","0"]}	[{"name":"TA_AddCondition","values":["ModHighActionID(27)","[2*<C_OneActionDuration:1:ModHighActionID(27)>]"]}]	null	null	null	[]	None	None	0	0	1	1	null	null	null	null	0	0	0	0	0	0	0	null
ModHighActionID(145)	1	TripleTPoisonIfTPoison	TripleTPoisonIfTPoison	buff_02	{"name":"GreaterThan","values":["[<C_OneActionDuration:1:ModHighActionID(29)>]","0"]}	[{"name":"TA_AddCondition","values":["ModHighActionID(29)","[2*<C_OneActionDuration:1:ModHighActionID(29)>]"]}]	null	null	null	[]	None	None	0	0	1	1	null	null	null	null	0	0	0	0	0	0	0	null
ModHighActionID(146)	1	SlackOffCounter	SlackOffCounter	buff_02	{"name":"null","values":[]}	null	null	null	null	["AK_Buff"]	None	None	0	0	1	1	null	null	null	null	0	0	0	0	0	0	0	null
ModHighActionID(147)	1	IncreaseDodgeBy1	IncreaseDodgeBy1	buff_02	{"name":"EqualsThan","values":["<A_TriggerActionID>","3001"]}	[{"name":"TA_ChangeActionDuration","values":["[1+<A_TriggerActionDuration>]"]}]	null	null	null	["AK_Buff"]	AddCondition	None	0	0	1	1	null	null	null	null	0	0	0	0	0	0	0	null
ModHighActionID(148)	1	UNUSED	UNUSED	UNUSED	{"name":"null","values":[]}	[{"name":"TA_RemoveBuff","values":["ModHighActionID(148)"]}]	null	null	null	["AK_Buff"]	None	None	0	0	1	1	null	null	null	null	0	0	0	0	0	0	0	null
ModHighActionID(149)	1	UNUSED	UNUSED	UNUSED	{"name":"GreaterThan","values":["<C_OneActionDuration:1:ModHighActionID(148)>","0"]}	[{"name":"TB_Damage_Extra","values":["[<A_TriggerActionWorkValue:0>]"]}]	null	null	null	["AK_Buff"]	None	None	0	0	1	1	null	null	null	Melee/Melee_Kick	0	0.1	0.1	0	0	0	0	null
ModHighActionID(150)	1	DarkVoidSleepEffect	DarkVoidSleepEffect	buff_02	{"name":"Probability","values":["40","1","100"]}	[{"name":"TA_AddCondition","values":["ModHighActionID(33)","2"]}]	null	null	null	[]	None	None	0	0	1	1	null	null	null	null	0	0	0	0	0	0	0	null
ModHighActionID(151)	1	NaturalCurePassive1	EffectDesc_NaturalCurePassive	statusNatCure	{"name":"Probability","values":["50","1","100"]}	[{"name":"TA_RemoveBuff","values":["<C_CurrentBuffID:0>"]}]	null	null	null	["AK_Buff","AK_BottomBuff"]	SelfTurnEnd	None	0	0	1	0	null	null	null	null	0	0	0	0	0	0	0	null
ModHighActionID(152)	1	NaturalCurePassive2	NaturalCurePassive2EnemyTurn	buff_02	{"name":"Probability","values":["50","1","100"]}	[{"name":"TA_RemoveBuff","values":["<C_CurrentBuffID:0>"]}]	null	null	null	["AK_Buff","AK_BottomBuff"]	OpponentTurnEnd	None	0	0	1	0	null	null	null	null	0	0	0	0	0	0	0	null
ModHighActionID(153)	1	RegeneratorPassive	EffectDesc_RegeneratorPassive	statusRegenerator	{"name":"null","values":[]}	[{"name":"TB_AddHealth","values":["[(<C_HealthMax:0>-<C_HealthCur:0>)*0.25]"]}]	null	null	null	["AK_Buff","AK_BottomBuff"]	SelfTurnEnd	None	0	0	1	0	null	null	null	null	0	0	0	0	0	0	0	null
ModHighActionID(154)	1	StaticPassive	EffectDesc_StaticPassive	statusStatic	{"name":"Probability","values":["70","1","100"]}	[{"name":"TA_AddCondition","values":["ModHighActionID(31)","3"]}]	null	null	null	["AK_Buff","AK_BottomBuff","AK_BuffNoNumber"]	BeAttackedAfter	None	0	0	1	1	null	null	null	Skill/Skill_Power_Down	0	0	0	0	0	0	0	null
ModHighActionID(155)	1	EffectSporeGiveChances	EffectSporeGiveChances	buff_02	{"name":"null","values":[]}	[{"name":"TA_AddCondition","values":["ModHighActionID(156)","1"]},{"name":"TA_AddCondition","values":["ModHighActionID(157)","1"]},{"name":"TA_AddCondition","values":["ModHighActionID(158)","1"]},{"name":"TA_AddCondition","values":["ModHighActionID(159)","1"]},{"name":"TA_AddCondition","values":["ModHighActionID(160)","1"]}]	null	null	null	[]	None	None	0	0	1	1	null	null	null	null	0	0	0	0	0	0	0	null
ModHighActionID(156)	1	EffectSpore1	EffectDesc_EffectSporePassive	statusEffectSpore	{"name":"Probability","values":["90","1","100"]}	[{"name":"TA_AddCondition","values":["ModHighActionID(23)","3"]}]	null	null	null	["AK_Buff","AK_BottomBuff","AK_BuffNoNumber"]	Melee_BeAttackedAfter	None	0	0	1	1	null	null	null	Skill/Skill_Power_Down	0	0	0	0	0	0	0	null
ModHighActionID(157)	1	EffectSpore2	EffectSpore2	buff_02	{"name":"Probability","values":["90","1","100"]}	[{"name":"TA_AddCondition","values":["ModHighActionID(25)","3"]}]	null	null	null	["AK_Buff"]	Melee_BeAttackedAfter	None	0	0	1	1	null	null	null	Skill/Skill_Power_Down	0	0	0	0	0	0	0	null
ModHighActionID(158)	1	EffectSpore3	EffectSpore3	buff_02	{"name":"Probability","values":["90","1","100"]}	[{"name":"TA_AddCondition","values":["ModHighActionID(29)","3"]}]	null	null	null	["AK_Buff"]	Melee_BeAttackedAfter	None	0	0	1	1	null	null	null	Skill/Skill_Power_Down	0	0	0	0	0	0	0	null
ModHighActionID(159)	1	EffectSpore4	EffectSpore4	buff_02	{"name":"Probability","values":["90","1","100"]}	[{"name":"TA_AddCondition","values":["ModHighActionID(31)","3"]}]	null	null	null	["AK_Buff"]	Melee_BeAttackedAfter	None	0	0	1	1	null	null	null	Skill/Skill_Power_Down	0	0	0	0	0	0	0	null
ModHighActionID(160)	1	EffectSpore5	EffectSpore5	buff_02	{"name":"Probability","values":["90","1","100"]}	[{"name":"TA_AddCondition","values":["ModHighActionID(33)","3"]}]	null	null	null	["AK_Buff"]	Melee_BeAttackedAfter	None	0	0	1	1	null	null	null	Skill/Skill_Power_Down	0	0	0	0	0	0	0	null
ModHighActionID(161)	1	MovePoweringUp	MovePoweringUp	buff_02	{"name":"null","values":[]}	null	null	null	null	["AK_Buff"]	None	None	0	0	1	1	Skill/Skill_Aura	null	null	null	0	0	0	0	0	0	0	null
